,companyName,datePublished,ratingValue,reviewBody
422,DuGood Credit Union,2021-07-25,Rated 5 out of 5 stars,My experience with DuGood was wonderful! They provided quick and friendly service and helped me with all of my questions.
423,DuGood Credit Union,2021-07-24,Rated 5 out of 5 stars,The young lady that helped me was very knowledgeable.  It didn't take long to take care of my business and I was on my way! Thanks 😊
424,DuGood Credit Union,2021-07-24,Rated 5 out of 5 stars,Paula was amazing and answered all question patiently and respectfully.
425,DuGood Credit Union,2021-07-24,Rated 5 out of 5 stars,Everyone that works at the local Vidor residence is very personable and friendly.
426,DuGood Credit Union,2021-07-23,Rated 5 out of 5 stars,We were greeted immediately upon arrival and were handled professionally.  Your new facility was very clean and organized.
427,DuGood Credit Union,2021-07-23,Rated 5 out of 5 stars,Jennifer made the visit personal and pleasant! And sooooo easy!
428,DuGood Credit Union,2021-07-22,Rated 5 out of 5 stars,Easiest loan process I have ever went through!
429,DuGood Credit Union,2021-07-22,Rated 5 out of 5 stars,Great experience.  Employees were very kind and helpful.
430,DuGood Credit Union,2021-07-20,Rated 5 out of 5 stars,DuGood personnel are the most courteous and efficient people that has been my pleasure to be associated with. Thank you.
431,DuGood Credit Union,2021-07-19,Rated 5 out of 5 stars,Brenda Frank helped me be able to refinance my truck and also take care of the taxes for the truck that I bought out of state.
432,DuGood Credit Union,2021-07-19,Rated 5 out of 5 stars,The process is very simple and all the loan officers were very helpful and eager to satisfy me and get the job done
433,DuGood Credit Union,2021-07-19,Rated 5 out of 5 stars,Great credit union. The customer service is second to none. I always feel that they are very informed and willing to help with my banking needs. I've saved money by customer reps re-evaluating my loans for better interest rates offered by credit union.
434,DuGood Credit Union,2021-07-17,Rated 5 out of 5 stars,Yes I give DuGood an excellent rating because of their experience and being very professional and friendly and helpful and outstanding.Thank you for a great experience and taking care of our business needs.
435,DuGood Credit Union,2021-07-16,Rated 5 out of 5 stars,
436,DuGood Credit Union,2021-07-15,Rated 5 out of 5 stars,Wonderful customer service and they take good care of their patrons! Highly recommended
437,DuGood Credit Union,2021-07-15,Rated 5 out of 5 stars,Everything was super easy and fast! Great customer service
438,DuGood Credit Union,2021-07-14,Rated 5 out of 5 stars,"Isaiah Peacock helped me with my Loan process to get a new Auto. Very efficient, quickly handled my request. Very pleased with his services and looking forward to continuing our Banking with DuGood. Thank you, Randal and Carla Janeaux"
439,DuGood Credit Union,2021-07-14,Rated 5 out of 5 stars,Super fast service and friendly as always.
440,DuGood Credit Union,2021-07-14,Rated 5 out of 5 stars,"Just a GREAT Experience, which it always is!!!Thanks for helping me save money,Miss Kristin Daniels made every step easy and was so helpful.I will continue be a member and also keep referring people to DuGood!"
441,DuGood Credit Union,2021-07-13,Rated 5 out of 5 stars,Very fast and convenient loan process.  Thank you for your service.
442,DuGood Credit Union,2021-07-12,Rated 5 out of 5 stars,"The employees are professional, courteous and very helpful!"
443,DuGood Credit Union,2021-07-10,Rated 5 out of 5 stars,It was great and didn’t even have to come off a lot of money to open account love dugood
444,DuGood Credit Union,2021-07-09,Rated 5 out of 5 stars,
445,DuGood Credit Union,2021-07-09,Rated 5 out of 5 stars,We refinanced our truck and had a great experience and Ronda was great getting everything done along with Rebecca
446,DuGood Credit Union,2021-07-09,Rated 5 out of 5 stars,"Genise was my loan officer, she was responsive, very accommodating and very thorough with the entire process."
447,DuGood Credit Union,2021-07-09,Rated 5 out of 5 stars,Went and applied for a loan and everyone was very helpful and answered any and all questions I had! They made the process very easy to get through and helped me through it all!
448,DuGood Credit Union,2021-07-08,Rated 5 out of 5 stars,"Tara Baloney is the MOST out going , helpful , customer focused DuGood representative I have had the pleasure of working with in my 30 plus years of being a member . I originally joined as a Goodrich member in the early 80’s with a savings account and have worked with many people over the years , I by FAR am not the easiest person to work with and am very particular on everything I purchase . Tara has the patience to work with me where many would get aggravated ...... trust me ! It took me 8 months of looking at cars and her pulling numbers on over 40 for me , if that’s not patient I don’t know what is ...... to sum this up she is a valuable asset ( in my opinion ) and needs to be recognized ...... IF FOR NO OTHER REASON BUT PUTTING UPWITH ME!  This isn’t even to mention her having to take care of her others members / clients . Please let her know if I could give her a award for employee of the year , I would do it out of my own pocket . Sincerely John Buehrle"
449,DuGood Credit Union,2021-07-08,Rated 5 out of 5 stars,The lender at the bank was very helpful she was very helpful she answered all my questions and returned all my calls and returned all my calls she was very nice
450,DuGood Credit Union,2021-07-08,Rated 5 out of 5 stars,Best credit union by far!!!!!!!! Ms Ronda does the best job to always help me!!!!!! Thankful to be a part of this credit union!!! Thanks for always helping me
451,DuGood Credit Union,2021-07-02,Rated 5 out of 5 stars,The credit union was wonderful and quick to get my loan processed completely. The representative was friend and professional.The rate was also extremely low. I would recommend anyone that needs a loan use DuPont Credit Union.
452,DuGood Credit Union,2021-07-02,Rated 5 out of 5 stars,"All of my experience with Dugood has been more than excellent.  Each time that I have had a transaction or needed help personnel at Dugood has always been there to assist in any way possible.  The Vidor bank is home for me but I have had the same excellent experience at the two branches in Beaumont. I really appreciate Dugood and there employees, especially Connie at Vidor office when I broke my shoulder and needed help with my banking. Would never bank anywhere else. Only Dugood."
453,DuGood Credit Union,2021-06-30,Rated 5 out of 5 stars,"I was given all the information to do with my loan. This made me feel at home, my experience was excellent."
454,DuGood Credit Union,2021-06-30,Rated 5 out of 5 stars,"I told the hostess I came to open an account. She summoned Brenda who listened to my needs and then proceeded to go thru the process with me.Upon completion of the paperwork, my business completed, I departed."
455,DuGood Credit Union,2021-06-29,Rated 5 out of 5 stars,Good interest rate. Recently refinanced our mortgage and DuGood made it very easy.
456,DuGood Credit Union,2021-06-29,Rated 5 out of 5 stars,I recently opened two accounts at the Orange TX. Branch. CUSTOMER Service was fast and friendly. I felt right at home from the moment I entered. Amy and her trainer worked quickly to address my needs and I was very pleased with the quality of service I was given. It was my assumption that Amy was new. However that didn't stop her from assisting my needs with excellence.  Thanks to Amy and the team training her.
457,DuGood Credit Union,2021-06-27,Rated 5 out of 5 stars,
458,DuGood Credit Union,2021-06-26,Rated 5 out of 5 stars,They lady was very nice she talked everything down with me she also gave me a lot of options.
459,DuGood Credit Union,2021-06-26,Rated 5 out of 5 stars,
460,DuGood Credit Union,2021-06-25,Rated 5 out of 5 stars,Very easy to open a checking account and saving through y'all. Staff was very helpful and nice!
461,DuGood Credit Union,2021-06-25,Rated 5 out of 5 stars,
462,DuGood Credit Union,2021-06-25,Rated 5 out of 5 stars,"I applied for our loan online late at night and got a call from Kennedie FIRST thing the next morning. She handled it promptly, professionally and kept me updated regularly throughout the process. It was literally quick and painless!"
463,DuGood Credit Union,2021-06-25,Rated 5 out of 5 stars,"Sandy Ferrell was amazing, incredibly informative and helpful. Highly recommend DuGood for any loan needs."
464,DuGood Credit Union,2021-06-25,Rated 5 out of 5 stars,Friendly staff. Quick set up.
